variable,PIP,trial,df,case
Co,0.008,96,4,1
Hg,0.98976,96,4,1
Ni,0.42416,96,4,1
Tl,0.0024,96,4,1
Pb,0.00224,96,4,1
Mo,0.01056,96,4,1
Sb,0.99712,96,4,1
Sn,0.00384,96,4,1
As,0.01216,97,4,1
Cd,0.02144,97,4,1
Co,0.04528,97,4,1
Hg,0.95072,97,4,1
Ni,0.95616,97,4,1
Tl,0.01216,97,4,1
Pb,0.00848,97,4,1
Mo,0.03776,97,4,1
Sb,0.5848,97,4,1
Sn,0.59664,97,4,1
As,0.35872,98,3,1
Cd,0.0824,98,3,1
Co,0.1448,98,3,1
Hg,0.43552,98,3,1
Ni,0.9896,98,3,1
Tl,0.08256,98,3,1
Pb,0.32528,98,3,1
Mo,0.20976,98,3,1
Sb,0.83264,98,3,1
Sn,0.059520000000000003,98,3,1
As,0.01072,99,2,1
Cd,0.02224,99,2,1
Co,0.07792,99,2,1
Hg,0.09824,99,2,1
Ni,0.97376,99,2,1
Tl,0.01936,99,2,1
Pb,0.01472,99,2,1
Mo,0.01424,99,2,1
Sb,0.93552,99,2,1
Sn,0.35872,99,2,1
As,0.0424,9,4,1
Cd,0.14864,9,4,1
Co,0.0136,9,4,1
Hg,0.07248,9,4,1
Ni,0.99744,9,4,1
Tl,0.00544,9,4,1
Pb,0.00992,9,4,1
Mo,0.0168,9,4,1
Sb,0.84576,9,4,1
Sn,0.156,9,4,1
As,0.0368,101,2,2
Cd,0.03248,101,2,2
Co,0.0232,101,2,2
Hg,0.54464,101,2,2
Ni,0.97024,101,2,2
Tl,0.01648,101,2,2
Pb,0.0616,101,2,2
Mo,0.01536,101,2,2
Sb,0.87616,101,2,2
Sn,0.48208,101,2,2
As,0.02416,102,2,2
Cd,0.0288,102,2,2
Co,0.21568,102,2,2
Hg,0.22256,102,2,2
Ni,0.4952,102,2,2
Tl,0.0432,102,2,2
Pb,0.02768,102,2,2
Mo,0.01616,102,2,2
Sb,1,102,2,2
Sn,0.05152,102,2,2
As,0.03184,103,3,2
Cd,0.05344,103,3,2
Co,0.1424,103,3,2
Hg,0.75024,103,3,2
Ni,0.98592,103,3,2
Tl,0.23392,103,3,2
Pb,0.30496,103,3,2
Mo,0.06016,103,3,2
Sb,0.93968,103,3,2
Sn,0.9776,103,3,2
As,0.03952,104,4,2
Cd,0.00928,104,4,2
Co,0.02032,104,4,2
Hg,0.9568,104,4,2
Ni,1,104,4,2
Tl,0.00912,104,4,2
Pb,0.00448,104,4,2
Mo,0.01856,104,4,2
Sb,0.98112,104,4,2
Sn,0.15568,104,4,2
As,0.05136,105,3,2
Cd,0.01744,105,3,2
Co,0.02336,105,3,2
Hg,1,105,3,2
Ni,0.9768,105,3,2
Tl,0.92864,105,3,2
Pb,0.07568,105,3,2
Mo,0.02704,105,3,2
Sb,0.98672,105,3,2
Sn,0.01552,105,3,2
As,0.03504,106,1,2
Cd,0.02448,106,1,2
Co,0.03776,106,1,2
Hg,0.99568,106,1,2
Ni,0.97472,106,1,2
Tl,0.029760000000000002,106,1,2
Pb,0.02784,106,1,2
Mo,0.03408,106,1,2
Sb,0.03664,106,1,2
Sn,0.97488,106,1,2
As,0.02208,107,2,2
Cd,0.97856,107,2,2
Co,0.10128,107,2,2
Hg,0.09168,107,2,2
Ni,0.92336,107,2,2
Tl,0.03968,107,2,2
Pb,0.02016,107,2,2
Mo,0.02896,107,2,2
Sb,0.99968,107,2,2
Sn,0.17184,107,2,2
As,0.01072,108,2,2
Cd,0.0096,108,2,2
Co,0.05888,108,2,2
Hg,0.57504,108,2,2
Ni,0.75344,108,2,2
Tl,0.02048,108,2,2
Pb,0.02656,108,2,2
Mo,0.01136,108,2,2
Sb,0.98832,108,2,2
Sn,0.24384,108,2,2
As,1.6e-4,109,4,2
Cd,0.01168,109,4,2
Co,0.00512,109,4,2
Hg,0.00896,109,4,2
Ni,0.04224,109,4,2
Tl,0.0056,109,4,2
Pb,8e-4,109,4,2
Mo,0.00336,109,4,2
Sb,0.99952,109,4,2
Sn,0.04144,109,4,2
As,0.02496,110,2,2
Cd,0.05584,110,2,2
Co,0.21616,110,2,2
Hg,0.79824,110,2,2
Ni,0.44864,110,2,2
Tl,0.05712,110,2,2
Pb,0.07296,110,2,2
Mo,0.02192,110,2,2
Sb,0.95856,110,2,2
Sn,0.57584,110,2,2
As,0.0776,111,2,2
Cd,0.02224,111,2,2
Co,0.14144,111,2,2
Hg,0.95216,111,2,2
Ni,0.98,111,2,2
Tl,0.076,111,2,2
Pb,0.31968,111,2,2
Mo,0.03232,111,2,2
Sb,0.99792,111,2,2
Sn,0.6936,111,2,2
As,0.096,112,3,2
Cd,0.94496,112,3,2
Co,0.044,112,3,2
Hg,0.5176,112,3,2
Ni,0.97632,112,3,2
Tl,0.0904,112,3,2
Pb,0.01616,112,3,2
Mo,0.27216,112,3,2
Sb,0.988,112,3,2
Sn,0.01296,112,3,2
As,0.03968,113,1,2
Cd,0.07296,113,1,2
Co,0.04768,113,1,2
Hg,0.99968,113,1,2
Ni,0.9608,113,1,2
Tl,0.03648,113,1,2
Pb,0.08064,113,1,2
Mo,0.07392,113,1,2
Sb,0.11888,113,1,2
Sn,0.1872,113,1,2
As,0.03104,114,3,2
Cd,0.01936,114,3,2
Co,0.04496,114,3,2
Hg,0.99984,114,3,2
Ni,0.9384,114,3,2
Tl,0.0424,114,3,2
Pb,0.23808000000000001,114,3,2
Mo,0.01696,114,3,2
Sb,0.98928,114,3,2
Sn,0.87888,114,3,2
As,0.112,115,3,2
Cd,0.10608,115,3,2
Co,0.03776,115,3,2
Hg,0.47504,115,3,2
Ni,0.54528,115,3,2
Tl,0.05392,115,3,2
Pb,0.10512,115,3,2
Mo,0.0272,115,3,2
Sb,0.99968,115,3,2
Sn,0.068,115,3,2
As,0.0512,116,1,2
Cd,0.04464,116,1,2
Co,0.73872,116,1,2
Hg,0.92944,116,1,2
Ni,0.92112,116,1,2
Tl,0.10768,116,1,2
Pb,0.20096,116,1,2
Mo,0.068,116,1,2
Sb,0.0552,116,1,2
Sn,0.68688,116,1,2
As,0.03136,117,2,2
Cd,0.04512,117,2,2
Co,0.21264,117,2,2
Hg,0.99824,117,2,2
Ni,0.99488,117,2,2
Tl,0.11456,117,2,2
Pb,0.08816,117,2,2
Mo,0.32272,117,2,2
Sb,0.98592,117,2,2
Sn,0.10672,117,2,2
As,0.06688,118,2,2
Cd,0.0552,118,2,2
Co,0.312,118,2,2
Hg,0.95648,118,2,2
Ni,0.55792,118,2,2
Tl,0.0616,118,2,2
Pb,0.02112,118,2,2
Mo,0.0312,118,2,2
Sb,0.99872,118,2,2
Sn,0.22224,118,2,2
As,0.04384,119,2,2
Cd,0.06304,119,2,2
Co,0.67984,119,2,2
Hg,0.99904,119,2,2
Ni,0.99648,119,2,2
Tl,0.02416,119,2,2
Pb,0.20192,119,2,2
Mo,0.02048,119,2,2
Sb,0.98352,119,2,2
Sn,0.04672,119,2,2
As,0.11312,120,2,2
Cd,0.09536,120,2,2
Co,0.02752,120,2,2
Hg,0.7992,120,2,2
Ni,0.0512,120,2,2
Tl,0.07184,120,2,2
Pb,0.2296,120,2,2
Mo,0.0344,120,2,2
Sb,0.896,120,2,2
Sn,0.9168,120,2,2
As,0.029760000000000002,121,1,2
Cd,0.07552,121,1,2
Co,0.16624,121,1,2
Hg,0.94816,121,1,2
Ni,0.17904,121,1,2
Tl,0.10064,121,1,2
Pb,0.09504,121,1,2
Mo,0.029760000000000002,121,1,2
Sb,0.13872,121,1,2
Sn,0.0392,121,1,2
As,0.104,122,2,2
Cd,0.03168,122,2,2
Co,0.49056,122,2,2
Hg,0.34127999999999997,122,2,2
Ni,0.20768,122,2,2
Tl,0.0184,122,2,2
Pb,0.07648,122,2,2
Mo,0.02928,122,2,2
Sb,0.95328,122,2,2
Sn,0.06848,122,2,2
As,0.03344,123,1,2
Cd,0.03888,123,1,2
Co,0.05008,123,1,2
Hg,0.91936,123,1,2
Ni,0.99952,123,1,2
Tl,0.0544,123,1,2
Pb,0.05312,123,1,2
Mo,0.05712,123,1,2
Sb,0.0376,123,1,2
Sn,0.0768,123,1,2
As,0.07904,124,4,2
Cd,0.048,124,4,2
Co,0.02752,124,4,2
Hg,0.78752,124,4,2
Ni,0.96176,124,4,2
Tl,0.22704,124,4,2
Pb,0.0408,124,4,2
Mo,0.04144,124,4,2
Sb,0.988,124,4,2
Sn,0.04896,124,4,2
As,0.01408,125,3,2
Cd,0.01232,125,3,2
Co,0.03136,125,3,2
Hg,0.94912,125,3,2
Ni,0.83648,125,3,2
Tl,0.00864,125,3,2
Pb,0.01776,125,3,2
Mo,0.01024,125,3,2
Sb,0.84416,125,3,2
Sn,0.0216,125,3,2
As,0.04032,126,3,2
Cd,0.05232,126,3,2
Co,0.02784,126,3,2
Hg,0.45856,126,3,2
Ni,0.98912,126,3,2
Tl,0.1208,126,3,2
Pb,0.18128,126,3,2
Mo,0.02352,126,3,2
Sb,0.9792,126,3,2
Sn,0.22448,126,3,2
As,0.0224,127,2,2
Cd,0.02432,127,2,2
Co,0.0672,127,2,2
Hg,0.99232,127,2,2
Ni,0.99696,127,2,2
Tl,0.11312,127,2,2
Pb,0.06416,127,2,2
Mo,0.01904,127,2,2
Sb,0.99984,127,2,2
Sn,0.124,127,2,2
As,0.30288,128,3,2
Cd,0.05168,128,3,2
Co,0.01696,128,3,2
Hg,0.4696,128,3,2
Ni,0.99552,128,3,2
Tl,0.05104,128,3,2
Pb,0.01008,128,3,2
Mo,0.04448,128,3,2
Sb,0.92144,128,3,2
Sn,0.46912,128,3,2
As,0.02752,129,2,2
Cd,0.07632,129,2,2
Co,0.05856,129,2,2
Hg,0.96912,129,2,2
Ni,0.99984,129,2,2
Tl,0.02608,129,2,2
Pb,0.33936,129,2,2
Mo,0.05104,129,2,2
Sb,0.9968,129,2,2
Sn,0.27632,129,2,2
As,0.03552,130,2,2
Cd,0.02672,130,2,2
Co,0.196,130,2,2
Hg,0.1336,130,2,2
Ni,0.10128,130,2,2
Tl,0.05376,130,2,2
Pb,0.04944,130,2,2
Mo,0.02768,130,2,2
Sb,0.9768,130,2,2
Sn,0.0304,130,2,2
As,0.95088,131,2,2
Cd,0.1952,131,2,2
Co,0.83872,131,2,2
Hg,1,131,2,2
Ni,0.56496,131,2,2
Tl,0.07488,131,2,2
Pb,0.07072,131,2,2
Mo,0.01824,131,2,2
Sb,0.3528,131,2,2
Sn,0.05264,131,2,2
As,0.28736,132,4,2
Cd,0.01056,132,4,2
Co,0.00912,132,4,2
Hg,0.02576,132,4,2
Ni,1,132,4,2
Tl,0.00816,132,4,2
Pb,0.11472,132,4,2
Mo,0.12784,132,4,2
Sb,0.99968,132,4,2
Sn,0.05616,132,4,2
As,0.03888,133,2,2
Cd,0.01264,133,2,2
Co,0.04832,133,2,2
Hg,0.06912,133,2,2
Ni,0.15584,133,2,2
Tl,0.03184,133,2,2
Pb,0.01744,133,2,2
Mo,0.00544,133,2,2
Sb,1,133,2,2
Sn,0.02848,133,2,2
As,0.01984,134,2,2
Cd,0.0184,134,2,2
Co,0.71776,134,2,2
Hg,0.8824,134,2,2
Ni,0.02416,134,2,2
Tl,0.19616,134,2,2
Pb,0.04896,134,2,2
Mo,0.02992,134,2,2
Sb,0.9984,134,2,2
Sn,0.43696,134,2,2
As,0.01968,135,1,2
Cd,0.0192,135,1,2
Co,0.27856,135,1,2
Hg,0.8056,135,1,2
Ni,0.50752,135,1,2
Tl,0.02496,135,1,2
Pb,0.02624,135,1,2
Mo,0.02672,135,1,2
Sb,0.02864,135,1,2
Sn,0.05632,135,1,2
As,0.04144,136,2,2
Cd,0.01792,136,2,2
Co,0.0312,136,2,2
Hg,0.9744,136,2,2
Ni,0.99952,136,2,2
Tl,0.0272,136,2,2
Pb,0.08096,136,2,2
Mo,0.03216,136,2,2
Sb,0.93984,136,2,2
Sn,0.03232,136,2,2
As,0.01712,137,3,2
Cd,0.05296,137,3,2
Co,0.02304,137,3,2
Hg,0.61584,137,3,2
Ni,0.08272,137,3,2
Tl,0.01744,137,3,2
Pb,0.014880000000000001,137,3,2
Mo,0.03088,137,3,2
Sb,0.97248,137,3,2
Sn,0.37776,137,3,2
As,0.05888,138,2,2
Cd,0.0792,138,2,2
Co,0.03008,138,2,2
Hg,0.78176,138,2,2
Ni,0.9496,138,2,2
Tl,0.12672,138,2,2
Pb,0.02896,138,2,2
Mo,0.28896,138,2,2
Sb,0.99728000000000006,138,2,2
Sn,0.03456,138,2,2
As,0.18912,139,2,2
Cd,0.03872,139,2,2
Co,0.10784,139,2,2
Hg,0.18176,139,2,2
Ni,0.70208,139,2,2
Tl,0.05232,139,2,2
Pb,0.04512,139,2,2
Mo,0.18096,139,2,2
Sb,0.96016,139,2,2
Sn,0.03472,139,2,2
As,0.04176,140,2,2
Cd,0.03616,140,2,2
Co,0.26432,140,2,2
Hg,0.70336,140,2,2
Ni,0.13696,140,2,2
Tl,0.02192,140,2,2
Pb,0.02704,140,2,2
Mo,0.03008,140,2,2
Sb,0.99824,140,2,2
Sn,0.19488,140,2,2
As,0.03232,141,2,2
Cd,0.0448,141,2,2
Co,0.14464,141,2,2
Hg,0.55776,141,2,2
Ni,0.728,141,2,2
Tl,0.03392,141,2,2
Pb,0.03312,141,2,2
Mo,0.94144,141,2,2
Sb,1,141,2,2
Sn,0.04272,141,2,2
As,0.17872,142,4,2
Cd,0.03472,142,4,2
Co,0.13728,142,4,2
Hg,0.85216,142,4,2
Ni,0.99584,142,4,2
Tl,0.06336,142,4,2
Pb,0.11616,142,4,2
Mo,0.07728,142,4,2
Sb,0.55456,142,4,2
Sn,0.42928,142,4,2
As,0.01552,143,2,2
Cd,0.2624,143,2,2
Co,0.21504,143,2,2
Hg,0.0488,143,2,2
Ni,0.82784,143,2,2
Tl,0.01024,143,2,2
Pb,0.0192,143,2,2
Mo,0.17952,143,2,2
Sb,0.95696,143,2,2
Sn,0.44576,143,2,2
As,0.19168,144,3,2
Cd,0.02752,144,3,2
Co,0.31712,144,3,2
Hg,0.9384,144,3,2
Ni,0.22416,144,3,2
Tl,0.07472,144,3,2
Pb,0.02144,144,3,2
Mo,0.96352,144,3,2
Sb,0.99824,144,3,2
Sn,0.1272,144,3,2
As,0.12272,145,2,2
Cd,0.132,145,2,2
Co,0.03232,145,2,2
Hg,0.66272,145,2,2
Ni,0.39568,145,2,2
Tl,0.02704,145,2,2
Pb,0.02128,145,2,2
Mo,0.05408,145,2,2
Sb,0.97456,145,2,2
Sn,0.01696,145,2,2
As,0.02112,146,2,2
Cd,0.408,146,2,2
Co,0.08336,146,2,2
Hg,0.7472,146,2,2
Ni,0.99904,146,2,2
Tl,0.1184,146,2,2
Pb,0.03648,146,2,2
Mo,0.02848,146,2,2
Sb,0.80224,146,2,2
Sn,0.02528,146,2,2
As,0.38432,147,3,2
Cd,0.24176,147,3,2
Co,0.18496,147,3,2
Hg,0.87248,147,3,2
Ni,0.12288,147,3,2
Tl,0.01728,147,3,2
Pb,0.28048,147,3,2
Mo,0.0176,147,3,2
Sb,0.99456,147,3,2
Sn,0.0456,147,3,2
As,0.07568,148,2,2
Cd,0.03184,148,2,2
Co,0.12144,148,2,2
Hg,0.99104,148,2,2
Ni,0.89024,148,2,2
Tl,0.0728,148,2,2
Pb,0.0488,148,2,2
Mo,0.02272,148,2,2
Sb,0.98432,148,2,2
Sn,0.02432,148,2,2
As,0.03952,149,2,2
Cd,0.0136,149,2,2
Co,0.07424,149,2,2
Hg,0.80224,149,2,2
Ni,0.41328,149,2,2
Tl,0.01904,149,2,2
Pb,0.04912,149,2,2
Mo,0.02256,149,2,2
Sb,0.95312,149,2,2
Sn,0.17904,149,2,2
As,0.1224,150,2,2
Cd,0.02704,150,2,2
Co,0.30128,150,2,2
Hg,0.99984,150,2,2
Ni,0.99888,150,2,2
Tl,0.02416,150,2,2
Pb,0.01632,150,2,2
Mo,0.02192,150,2,2
Sb,0.99936,150,2,2
Sn,0.49152,150,2,2
As,0.02848,151,2,2
Cd,0.0344,151,2,2
Co,0.0344,151,2,2
Hg,0.99984,151,2,2
Ni,0.984,151,2,2
Tl,0.068,151,2,2
Pb,0.0384,151,2,2
Mo,0.052,151,2,2
Sb,0.96016,151,2,2
Sn,0.1224,151,2,2
As,0.01968,152,2,2
Cd,0.02352,152,2,2
Co,0.13728,152,2,2
Hg,0.12416,152,2,2
Ni,0.13344,152,2,2
Tl,0.02768,152,2,2
Pb,0.02384,152,2,2
Mo,0.07696,152,2,2
Sb,0.0896,152,2,2
Sn,0.888,152,2,2
As,0.0272,153,2,2
Cd,0.02112,153,2,2
Co,0.02736,153,2,2
Hg,0.9792,153,2,2
Ni,0.15248,153,2,2
Tl,0.03472,153,2,2
Pb,0.04096,153,2,2
Mo,0.4472,153,2,2
Sb,1,153,2,2
Sn,0.39472,153,2,2
As,0.03152,154,1,2
Cd,0.06752,154,1,2
Co,0.03488,154,1,2
Hg,0.55968,154,1,2
Ni,0.92224,154,1,2
Tl,0.23168,154,1,2
Pb,0.076,154,1,2
Mo,0.02528,154,1,2
Sb,0.04336,154,1,2
Sn,0.2088,154,1,2
As,0.05568,155,3,2
Cd,0.01312,155,3,2
Co,0.0072,155,3,2
Hg,0.32688,155,3,2
Ni,0.75776,155,3,2
Tl,0.0048,155,3,2
Pb,0.016,155,3,2
Mo,0.6648,155,3,2
Sb,0.99984,155,3,2
Sn,0.01712,155,3,2
As,0.46928,156,4,2
Cd,0.03248,156,4,2
Co,0.02336,156,4,2
Hg,0.95312,156,4,2
Ni,1,156,4,2
Tl,0.1032,156,4,2
Pb,0.01648,156,4,2
Mo,0.048,156,4,2
Sb,0.07904,156,4,2
Sn,0.11968,156,4,2
As,0.01728,157,3,2
Cd,0.05936,157,3,2
Co,0.24976,157,3,2
Hg,0.93696,157,3,2
Ni,0.33536,157,3,2
Tl,0.14288,157,3,2
Pb,0.01664,157,3,2
Mo,0.03744,157,3,2
Sb,0.9736,157,3,2
Sn,0.0496,157,3,2
As,0.02432,158,1,2
Cd,0.02048,158,1,2
Co,0.02848,158,1,2
Hg,0.99216,158,1,2
Ni,0.96144,158,1,2
Tl,0.05632,158,1,2
Pb,0.05856,158,1,2
Mo,0.044,158,1,2
Sb,0.0928,158,1,2
Sn,0.2544,158,1,2
As,0.05168,159,2,2
Cd,0.03136,159,2,2
Co,0.0584,159,2,2
Hg,0.26928,159,2,2
Ni,0.28272,159,2,2
Tl,0.04464,159,2,2
Pb,0.09872,159,2,2
Mo,0.12032,159,2,2
Sb,0.99824,159,2,2
Sn,0.02704,159,2,2
As,0.13712,160,4,2
Cd,0.05328,160,4,2
Co,0.01088,160,4,2
Hg,0.06208,160,4,2
Ni,0.38464,160,4,2
Tl,0.19088,160,4,2
Pb,0.02352,160,4,2
Mo,0.00432,160,4,2
Sb,0.99952,160,4,2
Sn,0.99808,160,4,2
As,0.05568,161,1,2
Cd,0.0256,161,1,2
Co,0.06608,161,1,2
Hg,0.9168,161,1,2
Ni,0.91232,161,1,2
Tl,0.0944,161,1,2
Pb,0.05088,161,1,2
Mo,0.17824,161,1,2
Sb,0.028,161,1,2
Sn,0.0792,161,1,2
As,0.15248,162,2,2
Cd,0.0224,162,2,2
Co,0.07296,162,2,2
Hg,0.99536,162,2,2
Ni,0.12032,162,2,2
Tl,0.02592,162,2,2
Pb,0.04912,162,2,2
Mo,0.02656,162,2,2
Sb,0.96608,162,2,2
Sn,0.32864,162,2,2
As,0.02256,163,2,2
Cd,0.15504,163,2,2
Co,0.18464,163,2,2
Hg,0.096,163,2,2
Ni,0.54256,163,2,2
Tl,0.66128,163,2,2
Pb,0.16064,163,2,2
Mo,0.04224,163,2,2
Sb,0.96,163,2,2
Sn,0.13712,163,2,2
As,0.0416,164,3,2
Cd,0.01856,164,3,2
Co,0.02896,164,3,2
Hg,0.20112,164,3,2
Ni,0.95872,164,3,2
Tl,0.07216,164,3,2
Pb,0.02016,164,3,2
Mo,0.0144,164,3,2
Sb,0.3504,164,3,2
Sn,0.07152,164,3,2
As,0.08,165,2,2
Cd,0.06704,165,2,2
Co,0.04256,165,2,2
Hg,0.74592,165,2,2
Ni,0.98832,165,2,2
Tl,0.0664,165,2,2
Pb,0.06128,165,2,2
Mo,0.56176,165,2,2
Sb,0.99984,165,2,2
Sn,0.04352,165,2,2
As,0.03216,166,1,2
Cd,0.0256,166,1,2
Co,0.05248,166,1,2
Hg,0.48608,166,1,2
Ni,0.95232000000000006,166,1,2
Tl,0.04,166,1,2
Pb,0.116,166,1,2
Mo,0.0352,166,1,2
Sb,0.09312,166,1,2
Sn,0.21584,166,1,2
As,0.01984,167,4,2
Cd,0.01184,167,4,2
Co,0.20736,167,4,2
Hg,0.06688,167,4,2
Ni,0.98,167,4,2
Tl,0.02736,167,4,2
Pb,0.1568,167,4,2
Mo,0.01904,167,4,2
Sb,0.9008,167,4,2
Sn,0.14752,167,4,2
As,0.05936,168,2,2
Cd,0.09824,168,2,2
Co,0.08816,168,2,2
Hg,0.2424,168,2,2
Ni,0.87904,168,2,2
Tl,0.036,168,2,2
Pb,0.02656,168,2,2
Mo,0.05216,168,2,2
Sb,0.93696,168,2,2
Sn,0.29744,168,2,2
As,0.04576,169,3,2
Cd,0.00864,169,3,2
Co,0.1864,169,3,2
Hg,0.98912,169,3,2
Ni,0.1784,169,3,2
Tl,0.35488,169,3,2
Pb,0.00448,169,3,2
Mo,0.09392,169,3,2
Sb,1,169,3,2
Sn,0.01376,169,3,2
As,0.11856,170,3,2
Cd,0.04368,170,3,2
Co,0.0464,170,3,2
Hg,0.7256,170,3,2
Ni,0.99872,170,3,2
Tl,0.49952,170,3,2
Pb,0.08528,170,3,2
Mo,0.10608,170,3,2
Sb,0.74096,170,3,2
Sn,0.70288,170,3,2
As,0.0144,171,2,2
Cd,0.01008,171,2,2
Co,0.35824,171,2,2
Hg,0.9896,171,2,2
Ni,0.99904,171,2,2
Tl,0.07584,171,2,2
Pb,0.0136,171,2,2
Mo,0.0688,171,2,2
Sb,0.77104,171,2,2
Sn,0.07264,171,2,2
As,0.04736,172,2,2
Cd,0.1416,172,2,2
Co,0.09424,172,2,2
Hg,0.93232,172,2,2
Ni,0.81408,172,2,2
Tl,0.06896,172,2,2
Pb,0.04256,172,2,2
Mo,0.96128,172,2,2
Sb,0.98912,172,2,2
Sn,0.48032,172,2,2
As,0.85728,173,4,2
Cd,0.25536,173,4,2
Co,0.02384,173,4,2
Hg,0.06352,173,4,2
Ni,0.99216,173,4,2
Tl,0.18832,173,4,2
Pb,0.03952,173,4,2
Mo,0.0176,173,4,2
Sb,0.26704,173,4,2
Sn,0.05904,173,4,2
As,0.02208,174,2,2
Cd,0.01632,174,2,2
Co,0.07312,174,2,2
Hg,0.59424,174,2,2
Ni,0.45408,174,2,2
Tl,0.03184,174,2,2
Pb,0.05584,174,2,2
Mo,0.03776,174,2,2
Sb,0.992,174,2,2
Sn,0.04816,174,2,2
As,0.04016,175,1,2
Cd,0.06048,175,1,2
Co,0.05328,175,1,2
Hg,0.95424,175,1,2
Ni,0.99904,175,1,2
Tl,0.06848,175,1,2
Pb,0.10768,175,1,2
Mo,0.0296,175,1,2
Sb,0.05216,175,1,2
Sn,0.03312,175,1,2
As,0.02768,176,2,2
Cd,0.10928,176,2,2
Co,0.03504,176,2,2
Hg,0.09424,176,2,2
Ni,0.87664,176,2,2
Tl,0.04144,176,2,2
Pb,0.02064,176,2,2
Mo,0.19152,176,2,2
Sb,0.99808,176,2,2
Sn,0.5208,176,2,2
As,0.0976,177,2,2
Cd,0.01648,177,2,2
Co,0.03904,177,2,2
Hg,0.97936,177,2,2
Ni,0.4152,177,2,2
Tl,0.04176,177,2,2
Pb,0.02,177,2,2
Mo,0.07232,177,2,2
Sb,0.996,177,2,2
Sn,0.51152,177,2,2
As,0.02128,178,2,2
Cd,0.01904,178,2,2
Co,0.11632,178,2,2
Hg,0.98032,178,2,2
Ni,0.9816,178,2,2
Tl,0.17824,178,2,2
Pb,0.03216,178,2,2
Mo,0.05312,178,2,2
Sb,0.99984,178,2,2
Sn,0.056,178,2,2
As,0.048,179,1,2
Cd,0.11184,179,1,2
Co,0.29568,179,1,2
Hg,0.71408,179,1,2
Ni,0.95968,179,1,2
Tl,0.04752,179,1,2
Pb,0.28832,179,1,2
Mo,0.04592,179,1,2
Sb,0.28448,179,1,2
Sn,0.55632,179,1,2
As,0.0568,180,2,2
Cd,0.02864,180,2,2
Co,0.04,180,2,2
Hg,0.05008,180,2,2
Ni,0.87104,180,2,2
Tl,0.02256,180,2,2
Pb,0.03984,180,2,2
Mo,0.75024,180,2,2
Sb,1,180,2,2
Sn,0.67376,180,2,2
As,0.09552,181,2,2
Cd,0.02064,181,2,2
Co,0.0216,181,2,2
Hg,0.53936,181,2,2
Ni,0.50208,181,2,2
Tl,0.04784,181,2,2
Pb,0.03392,181,2,2
Mo,0.016,181,2,2
Sb,0.396,181,2,2
Sn,0.0456,181,2,2
As,0.03696,182,1,2
Cd,0.04736,182,1,2
Co,0.0408,182,1,2
Hg,0.99968,182,1,2
Ni,0.99984,182,1,2
Tl,0.07568,182,1,2
Pb,0.03392,182,1,2
Mo,0.0368,182,1,2
Sb,0.06256,182,1,2
Sn,0.1488,182,1,2
As,0.05408,183,1,2
Cd,0.03392,183,1,2
Co,0.49248,183,1,2
Hg,0.53248,183,1,2
Ni,0.62672,183,1,2
Tl,0.0416,183,1,2
Pb,0.05808,183,1,2
Mo,0.4136,183,1,2
Sb,0.1336,183,1,2
Sn,0.32464,183,1,2
As,0.34432,184,2,2
Cd,0.5416,184,2,2
Co,0.03872,184,2,2
Hg,0.932,184,2,2
Ni,0.9944,184,2,2
Tl,0.02,184,2,2
Pb,0.02176,184,2,2
Mo,0.39504,184,2,2
Sb,0.98912,184,2,2
Sn,0.05552,184,2,2
As,0.01168,185,2,2
Cd,0.0392,185,2,2
Co,0.03392,185,2,2
Hg,0.91776,185,2,2
Ni,0.98368,185,2,2
Tl,0.03712,185,2,2
Pb,0.01728,185,2,2
Mo,0.02528,185,2,2
Sb,0.99712,185,2,2
Sn,0.1192,185,2,2
As,0.01696,186,2,2
Cd,0.0144,186,2,2
Co,0.10944,186,2,2
Hg,0.05264,186,2,2
Ni,0.91808,186,2,2
Tl,0.03664,186,2,2
Pb,0.11408,186,2,2
Mo,0.01616,186,2,2
Sb,1,186,2,2
Sn,0.02544,186,2,2
As,0.1232,187,2,2
Cd,0.01696,187,2,2
Co,0.19168,187,2,2
Hg,0.22656,187,2,2
Ni,0.06128,187,2,2
Tl,0.02336,187,2,2
Pb,0.01744,187,2,2
Mo,0.02224,187,2,2
Sb,0.99232,187,2,2
Sn,0.95776,187,2,2
As,0.0168,188,4,2
Cd,0.13648,188,4,2
Co,0.07968,188,4,2
Hg,0.96928,188,4,2
Ni,1,188,4,2
Tl,0.03696,188,4,2
Pb,0.13248,188,4,2
Mo,0.06048,188,4,2
Sb,0.604,188,4,2
Sn,0.0464,188,4,2
As,0.07888,189,1,2
Cd,0.1072,189,1,2
Co,0.41504,189,1,2
Hg,0.96832,189,1,2
Ni,0.39184,189,1,2
Tl,0.04096,189,1,2
Pb,0.10544,189,1,2
Mo,0.05424,189,1,2
Sb,0.14496,189,1,2
Sn,0.9016,189,1,2
As,0.17824,190,2,2
Cd,0.024,190,2,2
Co,0.01776,190,2,2
Hg,0.05344,190,2,2
Ni,0.13872,190,2,2
Tl,0.01776,190,2,2
Pb,0.02816,190,2,2
Mo,0.33296,190,2,2
Sb,1,190,2,2
Sn,0.0392,190,2,2
As,0.12144,191,2,2
Cd,0.0144,191,2,2
Co,0.01328,191,2,2
Hg,0.77056,191,2,2
Ni,0.99984,191,2,2
Tl,0.39216,191,2,2
