variable,fixedat1,fixedat2,est,sd,trial,case
LBX194LA,LBXD05LA,LBXPCBLA,-0.2490273185818248,0.7597071639001877,1356,14
LBXD05LA,LBXPCBLA,LBX194LA,0.40667954162759123,0.8391981324092919,1357,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.2046661767670308,0.6546643828146775,1357,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.07851055423926301,0.983536815798483,1357,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.2525250334421636,1.5167488569955798,1358,14
LBXPCBLA,LBX194LA,LBXD05LA,0.026855854899792142,0.7529422992386757,1358,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.2221952631513857,1.538847323341477,1358,14
LBXD05LA,LBXPCBLA,LBX194LA,0.0029525707829769487,0.2075160442693825,1359,14
LBXPCBLA,LBX194LA,LBXD05LA,0.011107007367560762,0.1630366104110008,1359,14
LBX194LA,LBXD05LA,LBXPCBLA,0.012371446332734237,0.20950324351945496,1359,14
LBXD05LA,LBXPCBLA,LBX194LA,0.9647773398307846,1.7971629090532797,1360,14
LBXPCBLA,LBX194LA,LBXD05LA,0.3013690919230436,1.1493755270258355,1360,14
LBX194LA,LBXD05LA,LBXPCBLA,1.1315528397828176,1.690365850755077,1360,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.03868119367446221,0.8371157585474848,1361,14
LBXPCBLA,LBX194LA,LBXD05LA,0.056593470093877496,0.4388732522276565,1361,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.1352951402947098,0.7891762243851019,1361,14
LBXD05LA,LBXPCBLA,LBX194LA,0.34866755052154286,0.7325208572133324,1362,14
LBXPCBLA,LBX194LA,LBXD05LA,0.13108459362209857,0.8340400068449385,1362,14
LBX194LA,LBXD05LA,LBXPCBLA,0.11037250577745628,0.9105826947832744,1362,14
LBXD05LA,LBXPCBLA,LBX194LA,0.14686217982801253,0.679358732721209,1363,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.19264683658666826,0.6457255169281777,1363,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.04992306537183566,0.8910142705723606,1363,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.01706645116214034,0.5088241224855735,1364,14
LBXPCBLA,LBX194LA,LBXD05LA,0.046094735640695106,0.5317115144113956,1364,14
LBX194LA,LBXD05LA,LBXPCBLA,0.05856685020130925,0.5266712347540707,1364,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.552491326742798,0.9307875035741124,1365,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.011503809069711934,0.6316882594274184,1365,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.44458382560874643,0.9525468274905682,1365,14
LBXD05LA,LBXPCBLA,LBX194LA,0.039261178357514304,0.3106212260123874,1366,14
LBXPCBLA,LBX194LA,LBXD05LA,0.030436065763912445,0.19232527852144002,1366,14
LBX194LA,LBXD05LA,LBXPCBLA,0.08555743744279454,0.34423585735866513,1366,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.06389639493444843,0.6299900276730911,1367,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.02908026453974255,0.32189926372283695,1367,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.07328175977430806,0.6605669269731127,1367,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.041345680664583995,0.6706213725500041,1368,14
LBXPCBLA,LBX194LA,LBXD05LA,0.09300344591922949,0.5429274736500276,1368,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.10257898707469293,0.682834500115752,1368,14
LBXD05LA,LBXPCBLA,LBX194LA,0.06057156257168472,0.8836858340314213,1369,14
LBXPCBLA,LBX194LA,LBXD05LA,0.15222367399692693,0.7625067272320334,1369,14
LBX194LA,LBXD05LA,LBXPCBLA,0.38710566502013233,0.9359228905133637,1369,14
LBXD05LA,LBXPCBLA,LBX194LA,0.06618951766313597,1.3015021403090994,1370,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.2480647560545277,0.7662605994896681,1370,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.014091986361388642,1.3135033911340643,1370,14
LBXD05LA,LBXPCBLA,LBX194LA,0.09721994003950218,0.7049283528682196,1371,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.09430401417241896,0.42564387033921636,1371,14
LBX194LA,LBXD05LA,LBXPCBLA,0.15758914739648588,0.7302247436490112,1371,14
LBXD05LA,LBXPCBLA,LBX194LA,0.13727027302405137,0.6280099670585221,1372,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.05140007622364351,0.43808892454287446,1372,14
LBX194LA,LBXD05LA,LBXPCBLA,0.1734171713735586,0.5583195857006563,1372,14
LBXD05LA,LBXPCBLA,LBX194LA,0.1181755159321165,0.7333686259229474,1373,14
LBXPCBLA,LBX194LA,LBXD05LA,0.3867151347663569,0.9451738409541796,1373,14
LBX194LA,LBXD05LA,LBXPCBLA,0.5085388053475279,0.9566854119194638,1373,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.19567526560715542,0.5156708493581311,1374,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.17428483334833444,0.4257325018677407,1374,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.06855780974746217,0.45830147893353723,1374,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.2959279210062675,1.2092340690496364,1375,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.13845185924774484,0.9476656709933342,1375,14
LBX194LA,LBXD05LA,LBXPCBLA,0.03886542662724679,1.340251600373393,1375,14
LBXD05LA,LBXPCBLA,LBX194LA,0.040679697858070796,0.7172364251388571,1376,14
LBXPCBLA,LBX194LA,LBXD05LA,0.15471522459957932,0.5718871281410197,1376,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.011149434684011084,0.7020484975724773,1376,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.04516818126259814,0.5025891229808317,1377,14
LBXPCBLA,LBX194LA,LBXD05LA,0.06875025691460923,0.4142644500366062,1377,14
LBX194LA,LBXD05LA,LBXPCBLA,0.03795776465053624,0.6037516551579174,1377,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.20373859244612813,0.578733534479761,1378,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.12429468075167538,0.4967239326632597,1378,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.12331242376489371,0.5409026289991921,1378,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.11820035024584552,0.8481285563947025,1379,14
LBXPCBLA,LBX194LA,LBXD05LA,0.068186715167184,0.4810931813926382,1379,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.1024481704685547,0.8840452195912618,1379,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.12322400595930638,0.42365948108193896,1380,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.03189591606506159,0.2615360021396797,1380,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.08793795464351106,0.40382496489255554,1380,14
LBXD05LA,LBXPCBLA,LBX194LA,0.3195913758289255,2.3116486670633924,1381,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.06348363298087767,1.0424835477629433,1381,14
LBX194LA,LBXD05LA,LBXPCBLA,0.4515377733503929,2.140582807755112,1381,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.005751464969809383,0.29652931573223845,1382,14
LBXPCBLA,LBX194LA,LBXD05LA,0.02081681948773717,0.2726151592903932,1382,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.03528857668379093,0.3452260355343282,1382,14
LBXD05LA,LBXPCBLA,LBX194LA,0.03690906528097038,0.7585853987168395,1383,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.03910725838363893,0.5532632067157571,1383,14
LBX194LA,LBXD05LA,LBXPCBLA,0.18089440513142974,0.7368357753861503,1383,14
LBXD05LA,LBXPCBLA,LBX194LA,0.14279829890533868,0.8936756187463482,1384,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.13554717414116002,0.6576649718410684,1384,14
LBX194LA,LBXD05LA,LBXPCBLA,0.2087013928219026,0.9105893954154178,1384,14
LBXD05LA,LBXPCBLA,LBX194LA,0.10960303866351073,0.5945037415509276,1385,14
LBXPCBLA,LBX194LA,LBXD05LA,0.13400040713995454,0.697213010850907,1385,14
LBX194LA,LBXD05LA,LBXPCBLA,0.09397354029091809,0.6830685270862961,1385,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.07553753206051361,0.5402504583944159,1386,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.07629304480056653,0.48670202256735073,1386,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.15333592279139463,0.6019730269373659,1386,14
LBXD05LA,LBXPCBLA,LBX194LA,0.2855058591425701,0.5866836510034762,1387,14
LBXPCBLA,LBX194LA,LBXD05LA,0.2683522661831983,0.6711730069638805,1387,14
LBX194LA,LBXD05LA,LBXPCBLA,0.28420238511941687,0.6664162170435598,1387,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.01715787352653919,0.21660342154067447,1388,14
LBXPCBLA,LBX194LA,LBXD05LA,0.035949817438016396,0.25310080368832505,1388,14
LBX194LA,LBXD05LA,LBXPCBLA,0.046833628837556596,0.28854903466687365,1388,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.05589595237032441,0.5438983794694708,1389,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.03897637904893525,0.4052246301463482,1389,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.19161119204108878,0.6083737593275692,1389,14
LBXD05LA,LBXPCBLA,LBX194LA,0.03602376044453148,0.4266364020342416,1390,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.029392724939429904,0.2996228057952707,1390,14
LBX194LA,LBXD05LA,LBXPCBLA,0.004135579312331217,0.4905310297050117,1390,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.15132236792312082,1.0854087835181323,1391,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.49035402998560906,1.2467408983845507,1391,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.14087414889145444,1.051413737382565,1391,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.0741631297581673,0.5999037608612192,1392,14
LBXPCBLA,LBX194LA,LBXD05LA,0.10229511067303854,0.5691203373772836,1392,14
LBX194LA,LBXD05LA,LBXPCBLA,0.04678873872768996,0.6544625774566987,1392,14
LBXD05LA,LBXPCBLA,LBX194LA,1.2031877245810563e-4,0.2535886460347001,1393,14
LBXPCBLA,LBX194LA,LBXD05LA,0.007454101956440695,0.21712160317951892,1393,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.011045023490724226,0.30521707213111904,1393,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.21396063692470513,0.9815763181971815,1394,14
LBXPCBLA,LBX194LA,LBXD05LA,0.06153883768834589,0.5321746278737823,1394,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.1360465080018649,1.070482801720265,1394,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.13420944569226467,0.5143950299162908,1395,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.06029327999804135,0.49109364364630326,1395,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.09420022437324072,0.6129257382795894,1395,14
LBXD05LA,LBXPCBLA,LBX194LA,0.226990847907949,0.7307487970169558,1396,14
LBXPCBLA,LBX194LA,LBXD05LA,0.008112263562496835,0.46166775637112445,1396,14
LBX194LA,LBXD05LA,LBXPCBLA,0.2595250633547277,0.7823990257033032,1396,14
LBXD05LA,LBXPCBLA,LBX194LA,0.052434743071268386,0.32518574880152723,1397,14
LBXPCBLA,LBX194LA,LBXD05LA,-0.1209086869900684,0.4871194555901953,1397,14
LBX194LA,LBXD05LA,LBXPCBLA,-0.15629646059871138,0.47046758266880884,1397,14
LBXD05LA,LBXPCBLA,LBX194LA,-0.10460634936656721,0.6204217622410345,1398,14
